X,Y,Z,class
-0.12,-1.22,0.00,3
1.32,52.51,-73.35,3
-0.12,-1.16,-0.06,3
-0.12,-1.04,-0.12,3
0.52,51.72,-73.44,3
-0.06,-1.22,-0.06,3
-0.12,-1.04,-0.12,3
0.57,51.37,-74.15,3
0.00,-1.22,0.18,3
-0.12,-1.04,-0.12,3
0.94,52.12,-73.85,3
0.12,-1.28,0.00,3
-0.12,-1.04,-0.12,3
1.31,52.27,-73.79,3
-0.12,-1.46,-0.06,3
-0.12,-1.04,-0.12,3
0.76,51.77,-73.57,3
-0.12,-1.16,-0.06,3
-0.12,-1.04,-0.12,3
0.13,51.92,-73.78,3
0.00,-1.04,-0.06,3
-0.12,-1.04,-0.12,3
1.18,51.90,-72.68,3
15.56,-1.28,-0.12,3
-0.12,-1.04,-0.12,3
0.59,51.71,-73.56,3
0.06,-1.22,-0.18,3
-0.12,-1.04,-0.12,3
0.68,51.75,-73.34,3
-0.06,-1.10,-0.06,3
-0.12,-1.04,-0.12,3
0.74,51.61,-74.56,3
-0.24,-1.22,-0.06,3
-0.12,-1.04,-0.12,3
0.46,51.50,-73.96,3
-0.12,-1.40,-0.18,3
-0.12,-1.04,-0.12,3
0.61,52.25,-73.57,3
-0.06,-1.28,-0.18,3
-0.12,-1.04,-0.12,3
0.65,51.54,-73.68,3
-0.06,-1.28,0.06,3
-0.12,-1.04,-0.12,3
-0.16,51.62,-73.88,3
-0.24,-1.28,-0.12,3
-0.12,-1.04,-0.12,3
0.43,51.57,-74.12,3
-0.06,-1.22,-0.06,3
-0.12,-1.04,-0.12,3
1.00,52.08,-73.74,3
-0.12,-1.28,-0.12,3
-0.12,-1.04,-0.12,3
0.66,51.94,-74.18,3
0.00,-1.16,0.00,3
-0.12,-1.04,-0.12,3
0.33,52.04,-74.66,3
0.00,-1.46,-0.12,3
-0.12,-1.04,-0.12,3
0.40,51.88,-74.38,3
0.12,-1.28,-0.24,3
-0.12,-1.04,-0.12,3
0.81,51.79,-73.65,3
0.00,-1.16,-0.12,3
-0.12,-1.04,-0.12,3
0.28,52.43,-74.28,3
0.00,-1.34,0.12,3
-0.12,-1.04,-0.12,3
0.26,51.66,-73.80,3
-0.12,-1.40,-0.06,3
-0.12,-1.04,-0.12,3
0.39,52.03,-73.99,3
0.00,-1.22,-0.12,3
-0.12,-1.04,-0.12,3
-0.06,51.87,-73.73,3
0.06,-1.34,-0.12,3
-0.12,-1.04,-0.12,3
0.87,52.11,-73.85,3
0.06,-1.40,-0.12,3
-0.12,-1.04,-0.12,3
-0.09,51.54,-74.00,3
0.06,-1.34,0.00,3
-0.12,-1.04,-0.12,3
0.50,51.53,-74.17,3
0.06,-1.28,0.00,3
-0.12,-1.04,-0.12,3
0.35,51.34,-74.16,3
-0.12,-1.34,-0.12,3
-0.12,-1.04,-0.12,3
0.22,51.78,-73.66,3
0.24,-1.59,-0.18,3
-0.12,-1.04,-0.12,3
0.39,51.46,-74.33,3
0.00,-1.53,-0.06,3
-0.12,-1.04,-0.12,3
0.65,51.75,-74.29,3
-0.12,-1.34,0.00,3
-0.12,-1.04,-0.12,3
-0.02,51.92,-73.34,3
0.00,-1.77,-0.12,3
-0.12,-1.04,-0.12,3
0.20,51.42,-74.21,3
0.06,-1.65,0.00,3
-0.12,-1.04,-0.12,3
0.20,51.84,-74.11,3
-0.06,-1.34,-0.06,3
-0.12,-1.04,-0.12,3
0.46,51.79,-73.72,3
0.06,-1.22,0.00,3
-0.12,-1.04,-0.12,3
0.74,51.97,-73.97,3
0.06,-1.22,0.06,3
-0.12,-1.04,-0.12,3
0.48,51.76,-73.39,3
0.06,-1.77,0.00,3
-0.12,-1.04,-0.12,3
0.39,51.82,-73.85,3
-0.18,-1.34,-0.12,3
-0.12,-1.04,-0.12,3
0.76,51.98,-74.37,3
-0.18,-1.40,0.00,3
-0.12,-1.04,-0.12,3
0.38,52.08,-73.80,3
-0.06,-1.22,0.00,3
-0.12,-1.04,-0.12,3
0.17,52.33,-74.29,3
0.06,-0.98,-0.12,3
-0.12,-1.04,-0.12,3
0.40,52.33,-74.67,3
0.18,-1.46,-0.18,3
-0.12,-1.04,-0.12,3
-0.04,52.32,-73.02,3
-0.06,-1.53,-0.12,3
-0.12,-1.04,-0.12,3
0.65,51.89,-73.89,3
0.06,-1.46,0.00,3
-0.12,-1.04,-0.12,3
0.11,51.79,-74.43,3
-0.06,-1.34,-0.06,3
-0.12,-1.04,-0.12,3
0.78,52.23,-73.33,3
0.06,-1.28,0.12,3
-0.12,-1.04,-0.12,3
0.63,51.98,-74.13,3
0.24,-1.40,-0.12,3
-0.12,-1.04,-0.12,3
-0.16,51.78,-73.78,3
0.18,-1.34,0.06,3
-0.12,-1.04,-0.12,3
0.40,51.76,-73.10,3
-0.06,-1.28,0.00,3
-0.12,-1.04,-0.12,3
0.21,52.23,-74.22,3
0.06,-1.22,-0.06,3
-0.12,-1.04,-0.12,3
0.04,51.95,-73.58,3
0.00,-1.34,0.00,3
-0.12,-1.04,-0.12,3
-0.05,52.03,-74.01,3
0.06,-1.65,0.06,3
-0.12,-1.04,-0.12,3
0.21,51.53,-73.21,3
-0.12,-1.53,-0.06,3
-0.12,-1.04,-0.12,3
0.57,51.90,-73.27,3
0.06,-1.59,0.18,3
-0.12,-1.04,-0.12,3
0.74,52.05,-73.12,3
-0.06,-1.22,0.00,3
-0.12,-1.04,-0.12,3
0.71,51.87,-74.00,3
0.06,-1.40,-0.06,3
-0.12,-1.04,-0.12,3
0.96,52.05,-74.10,3
0.06,-1.34,-0.12,3
-0.12,-1.04,-0.12,3
0.38,52.06,-72.81,3
0.12,-1.40,0.18,3
-0.12,-1.04,-0.12,3
0.43,51.62,-73.28,3
0.00,-1.22,-0.06,3
-0.12,-1.04,-0.12,3
-0.02,51.97,-72.58,3
0.06,-1.22,0.00,3
-0.12,-1.04,-0.12,3
0.35,52.11,-74.11,3
-0.06,-0.98,0.12,3
-0.12,-1.04,-0.12,3
0.39,51.77,-73.38,3
-0.12,-1.34,0.00,3
-0.12,-1.04,-0.12,3
0.56,52.23,-73.60,3
-0.06,-1.04,0.00,3
-0.12,-1.04,-0.12,3
0.28,51.42,-73.16,3
0.00,-1.10,-0.06,3
-0.12,-1.04,-0.12,3
0.78,51.89,-73.75,3
0.06,-1.16,0.00,3
-0.12,-1.04,-0.12,3
0.26,51.72,-73.57,3
0.00,-1.10,0.00,3
-0.12,-1.04,-0.12,3
0.42,51.64,-73.96,3
0.06,-1.16,-0.06,3
-0.12,-1.04,-0.12,3
0.55,51.57,-73.38,3
-0.18,-1.04,-0.12,3
-0.12,-1.04,-0.12,3
0.57,51.55,-74.87,3
0.06,-0.85,0.06,3
-0.12,-1.04,-0.12,3
0.82,51.84,-72.08,3
0.12,-1.16,-0.12,3
0.00,-1.34,-0.12,3
1.10,52.20,-74.34,3
-0.06,-1.16,0.12,3
0.00,-1.34,-0.12,3
0.27,51.67,-72.13,3
0.00,-1.28,-0.12,3
0.00,-1.34,-0.12,3
0.45,52.03,-73.73,3
-0.06,-1.40,-0.06,3
0.00,-1.34,-0.12,3
0.66,51.78,-71.67,3
0.00,-1.10,-0.12,3
0.00,-1.34,-0.12,3
0.95,51.53,-74.23,3
-0.06,-1.04,-0.06,3
0.00,-1.34,-0.12,3
1.06,52.17,-72.78,3
0.12,-1.22,-0.06,3
0.00,-1.34,-0.12,3
0.72,52.27,-74.71,3
-0.18,-1.22,0.00,3
0.00,-1.34,-0.12,3
0.42,52.05,-73.40,3
-0.06,-1.16,0.00,3
0.00,-1.34,-0.12,3
0.27,51.67,-73.57,3
-0.06,-1.16,0.06,3
0.00,-1.34,-0.12,3
0.54,51.60,-73.46,3
-0.06,-1.22,0.00,3
0.00,-1.34,-0.12,3
1.14,51.70,-72.99,3
-0.12,-1.34,0.24,3
0.00,-1.34,-0.12,3
0.67,51.75,-73.10,3
-0.06,-1.16,0.00,3
-0.06,-0.98,-0.06,3
0.43,52.43,-73.60,3
-0.18,-1.16,-0.06,3
-0.06,-0.98,-0.06,3
0.51,52.20,-74.21,3
-0.12,-1.10,0.12,3
-0.06,-0.98,-0.06,3
0.61,51.59,-74.05,3
-0.06,-0.85,-0.06,3
-0.06,-0.98,-0.06,3
0.29,51.78,-74.26,3
0.06,-1.28,-0.12,3
-0.06,-0.98,-0.06,3
0.50,51.95,-73.93,3
0.00,-1.28,-0.18,3
-0.06,-0.98,-0.06,3
0.87,52.12,-72.74,3
-0.06,-1.04,-0.06,3
-0.06,-0.98,-0.06,3
0.40,52.47,-72.95,3
-0.12,-1.40,-0.12,3
-0.06,-0.98,-0.06,3
0.62,52.22,-73.71,3
-0.12,-1.16,-0.12,3
-0.06,-0.98,-0.06,3
0.11,52.40,-73.18,3
0.00,-1.16,0.00,3
-0.06,-0.98,-0.06,3
0.94,51.92,-74.71,3
0.00,-1.46,0.00,3
-0.06,-0.98,-0.06,3
0.51,52.17,-72.97,3
0.12,-1.40,-0.06,3
-0.06,-0.98,-0.06,3
0.72,51.59,-73.84,3
-0.06,-1.16,0.06,3
-0.06,-0.98,-0.06,3
0.67,52.00,-74.18,3
0.00,-1.22,-0.12,3
-0.06,-0.98,-0.06,3
1.25,52.08,-74.15,3
0.00,-1.22,0.00,3
-0.06,-0.98,-0.06,3
0.39,52.03,-73.58,3
0.12,-1.10,0.12,3
-0.06,-0.98,-0.06,3
1.06,51.72,-73.71,3
0.00,-1.46,0.00,3
-0.06,-0.98,-0.06,3
0.79,51.65,-74.13,3
0.00,-1.59,0.00,3
-0.06,-0.98,-0.06,3
1.01,52.06,-74.67,3
0.00,-1.65,-0.12,3
-0.06,-0.98,-0.06,3
0.45,51.61,-74.05,3
0.06,-1.71,-0.12,3
-0.06,-0.98,-0.06,3
0.49,51.51,-73.80,3
0.00,-1.53,-0.06,3
-0.12,-1.46,0.00,3
0.57,51.93,-73.56,3
0.06,-1.28,-0.24,3
-0.12,-1.46,0.00,3
0.38,52.11,-73.66,3
0.06,-1.28,-0.06,3
-0.12,-1.46,0.00,3
0.45,51.90,-74.83,3
0.12,-1.46,0.00,3
-0.12,-1.46,0.00,3
0.44,51.78,-73.50,3
0.18,-1.22,0.00,3
-0.12,-1.46,0.00,3
0.46,52.53,-74.57,3
0.00,-1.34,0.00,3
-0.12,-1.46,0.00,3
0.32,52.14,-73.86,3
0.06,-1.28,-0.12,3
0.06,-1.22,-0.12,3
1.00,51.81,-73.17,3
0.06,-1.16,0.00,3
0.06,-1.22,-0.12,3
0.72,51.46,-73.97,3
0.06,-1.22,-0.18,3
0.06,-1.22,-0.12,3
0.42,52.09,-74.11,3
0.00,-1.04,-0.06,3
0.06,-1.22,-0.12,3
0.79,52.03,-74.52,3
0.00,-1.28,0.00,3
0.06,-1.22,-0.12,3
0.09,51.70,-74.96,3
0.00,-1.28,0.06,3
0.06,-1.22,-0.12,3
0.52,51.95,-74.41,3
0.12,-1.53,-0.12,3
0.31,-1.65,-0.06,3
0.13,51.77,-73.91,3
0.06,-1.28,-0.06,3
0.31,-1.65,-0.06,3
0.12,51.53,-74.13,3
0.18,-1.46,0.12,3
0.31,-1.65,-0.06,3
0.04,51.71,-74.35,3
0.37,-1.40,0.06,3
0.31,-1.65,-0.06,3
0.40,51.35,-73.03,3
-0.06,-1.53,-0.06,3
0.31,-1.65,-0.06,3
0.17,51.78,-74.27,3
0.12,-1.53,-0.06,3
0.31,-1.65,-0.06,3
0.10,51.46,-74.41,3
0.00,-1.46,-0.12,3
0.06,-1.40,-0.18,3
-0.23,51.81,-74.82,3
-0.06,-1.28,-0.06,3
0.06,-1.40,-0.18,3
0.59,52.16,-74.33,3
-0.06,-1.46,-0.12,3
0.06,-1.40,-0.18,3
-0.56,52.45,-74.28,3
0.06,-1.16,0.00,3
0.06,-1.40,-0.18,3
0.23,51.57,-74.40,3
-0.06,-1.34,0.00,3
0.06,-1.40,-0.18,3
0.27,51.84,-73.68,3
0.12,-1.22,-0.12,3
0.06,-1.40,-0.18,3
0.23,51.64,-73.78,3
-0.06,-1.46,0.00,3
0.00,-1.40,0.06,3
0.20,51.75,-73.99,3
-0.06,-1.34,-0.06,3
0.00,-1.40,0.06,3
0.51,52.04,-73.96,3
-0.12,-1.46,0.00,3
0.00,-1.40,0.06,3
0.45,52.34,-74.66,3
0.00,-1.65,-0.18,3
0.00,-1.40,0.06,3
0.77,51.57,-74.04,3
0.24,-1.59,0.00,3
0.00,-1.40,0.06,3
0.42,51.73,-74.78,3
0.18,-1.53,0.00,3
0.00,-1.40,0.06,3
0.50,51.93,-74.38,3
0.18,-1.53,0.06,3
-0.06,-1.53,0.00,3
-0.18,51.73,-73.36,3
-0.12,-1.46,0.00,3
-0.06,-1.53,0.00,3
0.20,51.86,-73.29,3
0.24,-1.53,0.06,3
-0.06,-1.53,0.00,3
0.24,52.12,-73.07,3
0.12,-1.28,0.12,3
-0.06,-1.53,0.00,3
0.13,51.73,-74.08,3
-0.06,-1.16,-0.12,3
-0.06,-1.53,0.00,3
0.12,51.66,-73.05,3
0.06,-1.34,0.06,3
-0.06,-1.53,0.00,3
0.66,51.75,-74.68,3
0.12,-1.10,15.50,3
0.06,-1.40,0.00,3
-0.16,51.60,-73.24,3
-0.06,-1.28,0.06,3
0.06,-1.40,0.00,3
0.42,52.08,-74.68,3
0.06,-1.22,0.00,3
0.06,-1.40,0.00,3
-0.22,51.79,-73.38,3
-0.12,-1.40,0.00,3
0.06,-1.40,0.00,3
0.85,51.48,-73.72,3
0.00,-1.16,-0.12,3
0.06,-1.40,0.00,3
0.83,52.15,-74.49,3
0.18,-1.46,0.00,3
0.06,-1.40,0.00,3
0.71,51.32,-73.39,3
0.18,-1.34,-15.63,3
0.06,-1.28,-0.12,3
0.60,51.86,-74.13,3
0.00,-1.34,0.06,3
0.06,-1.28,-0.12,3
0.40,51.88,-74.57,3
0.00,-1.46,-0.06,3
0.06,-1.28,-0.12,3
0.46,51.50,-73.97,3
0.06,-1.16,0.00,3
0.06,-1.28,-0.12,3
0.74,52.19,-75.10,3
0.00,-1.46,-0.12,3
0.06,-1.28,-0.12,3
0.88,51.95,-74.37,3
0.12,-1.40,0.00,3
0.06,-1.28,-0.12,3
1.32,52.64,-75.37,3
0.06,-1.28,-0.06,3
0.06,-1.28,-0.12,3
0.79,52.33,-74.61,3
0.00,-1.28,-0.18,3
0.06,-1.28,-0.12,3
1.32,51.68,-74.11,3
-0.06,-1.28,0.00,3
0.06,-1.28,-0.12,3
1.09,51.89,-73.90,3
0.12,-1.40,-0.06,3
0.06,-1.28,-0.12,3
0.94,52.23,-73.44,3
0.12,-1.40,0.00,3
0.06,-1.28,-0.12,3
1.22,51.73,-73.86,3
0.06,-1.40,-0.06,3
0.06,-1.28,-0.12,3
1.06,51.88,-73.93,3
-0.06,-1.40,-0.12,3
0.06,-1.28,-0.12,3
1.03,51.92,-74.16,3
-0.06,-0.98,-0.06,3
0.06,-1.28,-0.12,3
0.44,52.29,-74.05,3
-0.12,-1.34,-0.06,3
0.06,-1.28,-0.12,3
0.66,51.49,-75.17,3
0.12,-1.40,-0.12,3
0.06,-1.28,-0.12,3
0.81,52.06,-73.88,3
0.06,-1.04,0.06,3
0.06,-1.28,-0.12,3
0.73,51.83,-74.68,3
0.00,-1.04,-0.06,3
-0.06,-1.16,0.00,3
0.78,51.93,-73.25,3
-0.12,-1.34,0.00,3
-0.06,-1.16,0.00,3
0.90,52.11,-73.28,3
0.00,-1.28,-0.06,3
-0.06,-1.16,0.00,3
0.78,52.27,-74.29,3
-0.18,-1.04,-0.06,3
-0.06,-1.16,0.00,3
0.63,52.00,-73.75,3
-0.18,-1.04,0.00,3
-0.06,-1.16,0.00,3
0.96,51.44,-72.95,3
-0.06,-1.04,-0.12,3
-0.06,-1.16,0.00,3
0.95,51.70,-73.50,3
0.06,-1.10,0.00,3
-0.12,-1.10,-0.12,3
0.02,52.01,-74.06,3
0.00,-1.40,0.00,3
-0.12,-1.10,-0.12,3
0.26,51.94,-73.55,3
0.12,-1.28,0.12,3
-0.12,-1.10,-0.12,3
0.71,51.56,-73.51,3
-0.06,-1.22,0.06,3
-0.12,-1.10,-0.12,3
1.10,51.90,-74.06,3
-0.06,-1.22,-0.06,3
-0.12,-1.10,-0.12,3
1.04,51.68,-73.62,3
0.18,-1.16,-0.06,3
-0.12,-1.10,-0.12,3
0.31,51.35,-73.38,3
0.00,-1.22,-0.06,3
0.06,-1.22,0.00,3
0.62,51.97,-73.49,3
0.06,-1.34,-0.06,3
0.06,-1.22,0.00,3
0.61,51.28,-74.37,3
0.00,-1.04,-0.06,3
0.06,-1.22,0.00,3
-0.23,51.50,-74.12,3
-0.12,-1.22,-0.06,3
0.06,-1.22,0.00,3
0.24,52.25,-74.10,3
0.12,-1.34,-0.06,3
0.06,-1.22,0.00,3
0.04,51.81,-73.93,3
-0.18,-1.28,-0.06,3
0.06,-1.22,0.00,3
1.05,52.08,-75.05,3
0.06,-1.04,0.00,3
-0.12,-1.34,0.12,3
0.04,52.21,-72.94,3
0.00,-1.34,-0.06,3
-0.12,-1.34,0.12,3
0.31,52.31,-74.46,3
-0.06,-1.28,0.00,3
-0.12,-1.34,0.12,3
0.37,51.97,-73.29,3
-0.12,-1.34,0.00,3
-0.12,-1.34,0.12,3
0.52,52.70,-74.13,3
0.00,-1.28,-0.06,3
-0.12,-1.34,0.12,3
0.52,52.58,-74.39,3
-0.12,-1.16,-0.06,3
-0.12,-1.34,0.12,3
0.71,51.89,-73.86,3
-0.12,-1.22,-0.06,3
-0.12,-1.28,0.00,3
-0.11,51.95,-73.95,3
-0.06,-1.16,0.00,3
-0.12,-1.28,0.00,3
0.77,52.01,-74.24,3
0.12,-1.28,-0.18,3
-0.12,-1.28,0.00,3
-0.05,52.25,-73.29,3
0.06,-1.16,-0.06,3
-0.12,-1.28,0.00,3
0.31,51.94,-75.21,3
0.06,-1.22,0.06,3
-0.12,-1.28,0.00,3
0.44,51.79,-75.10,3
-0.12,-1.10,0.00,3
-0.12,-1.28,0.00,3
0.94,51.79,-73.79,3
0.06,-1.04,0.00,3
-0.12,-1.28,0.00,3
0.85,51.92,-73.66,3
0.06,-1.16,0.00,3
-0.12,-1.28,0.00,3
0.22,52.00,-74.41,3
0.00,-1.22,-0.12,3
-0.12,-1.28,0.00,3
0.48,51.75,-73.93,3
0.12,-1.40,-0.12,3
-0.12,-1.28,0.00,3
0.70,51.77,-74.60,3
0.06,-1.04,0.00,3
-0.12,-1.28,0.00,3
1.01,51.95,-73.85,3
-0.06,-1.40,-0.06,3
-0.12,-1.28,0.00,3
1.09,51.93,-74.37,3
-0.12,-1.04,-15.63,3
0.00,-1.04,-0.12,3
1.03,51.71,-73.67,3
0.06,-1.16,-0.12,3
0.00,-1.04,-0.12,3
1.05,52.00,-73.84,3
-0.12,-1.22,0.00,3
0.00,-1.04,-0.12,3
0.49,52.11,-73.11,3
0.12,-1.10,-0.06,3
0.00,-1.04,-0.12,3
0.26,52.00,-73.49,3
-0.12,-1.04,0.06,3
0.00,-1.04,-0.12,3
0.50,51.73,-73.16,3
0.06,-1.10,-0.06,3
0.00,-1.04,-0.12,3
0.23,51.77,-72.56,3
0.06,-1.34,-15.63,3
0.00,-1.04,-0.12,3
0.81,51.55,-73.80,3
-0.06,-1.28,-0.12,3
0.00,-1.04,-0.12,3
0.87,51.70,-72.99,3
0.00,-1.28,-0.12,3
0.00,-1.04,-0.12,3
1.03,51.97,-73.66,3
0.12,-1.16,0.06,3
0.00,-1.04,-0.12,3
-0.06,51.88,-73.02,3
0.12,-1.34,-0.06,3
0.00,-1.04,-0.12,3
0.32,52.12,-73.66,3
0.06,-1.46,-0.06,3
0.00,-1.04,-0.12,3
0.32,51.48,-74.85,3
-0.12,-1.34,0.00,3
0.00,-1.04,-0.12,3
0.68,51.78,-73.91,3
0.18,-1.34,0.00,3
0.00,-1.04,-0.12,3
0.57,51.72,-73.03,3
0.06,-1.34,-0.06,3
0.00,-1.04,-0.12,3
0.51,51.60,-73.75,3
0.18,-1.16,0.00,3
0.00,-1.04,-0.12,3
0.95,51.66,-74.88,3
-0.18,-1.10,0.00,3
0.00,-1.04,-0.12,3
0.52,51.53,-74.05,3
-0.06,-1.22,-0.18,3
0.00,-1.04,-0.12,3
0.65,51.42,-72.31,3
0.06,-1.22,-0.24,3
0.00,-1.04,-0.12,3
0.39,52.08,-73.40,3
0.06,-1.22,-0.06,3
0.00,-1.04,-0.12,3
0.55,52.32,-73.89,3
0.06,-1.40,0.12,3
0.00,-1.04,-0.12,3
0.54,52.03,-74.60,3
0.12,-1.46,-0.06,3
0.00,-1.04,-0.12,3
0.72,51.82,-74.08,3
-0.06,-1.28,-0.06,3
0.00,-1.04,-0.12,3
0.62,51.90,-73.89,3
-0.12,-1.10,-0.12,3
0.00,-1.04,-0.12,3
0.38,51.90,-73.82,3
0.06,-1.28,-0.06,3
0.00,-1.04,-0.12,3
0.15,51.29,-73.23,3
0.00,-1.40,0.00,3
0.00,-1.04,-0.12,3
0.73,51.72,-73.35,3
0.18,-1.46,0.06,3
0.00,-1.04,-0.12,3
-0.15,51.43,-72.83,3
-0.06,-1.46,-0.12,3
0.00,-1.04,-0.12,3
-0.01,52.04,-73.75,3
0.12,-1.71,0.12,3
0.00,-1.04,-0.12,3
0.49,52.27,-73.14,3
0.06,-1.59,0.00,3
0.18,-1.65,0.00,3
0.28,51.94,-73.29,3
-0.18,-1.40,-0.06,3
0.18,-1.65,0.00,3
0.26,51.70,-73.27,3
0.06,-1.34,0.06,3
0.18,-1.65,0.00,3
0.21,51.98,-73.65,3
0.18,-1.34,0.12,3
0.18,-1.65,0.00,3
0.13,51.75,-74.96,3
0.06,-1.46,0.06,3
0.18,-1.65,0.00,3
0.20,52.23,-74.57,3
-0.06,-1.34,-0.06,3
0.18,-1.65,0.00,3
0.24,51.84,-73.83,3
0.00,-1.46,-0.12,3
0.18,-1.65,0.00,3
0.27,52.42,-73.40,3
0.12,-1.71,-0.06,3
0.18,-1.65,0.00,3
0.28,51.83,-74.34,3
0.18,-1.46,-0.12,3
0.18,-1.65,0.00,3
-0.01,52.20,-74.06,3
0.06,-1.65,0.00,3
0.18,-1.65,0.00,3
0.23,52.06,-73.83,3
0.00,-1.46,-0.06,3
0.18,-1.65,0.00,3
0.22,52.00,-73.94,3
-0.06,-1.53,0.00,3
0.18,-1.65,0.00,3
0.59,52.36,-74.68,3
0.18,-1.53,-0.12,3
0.18,-1.65,0.00,3
0.21,51.89,-74.18,3
0.00,-1.53,0.06,3
0.18,-1.65,0.00,3
0.50,52.08,-74.51,3
0.06,-1.53,-0.06,3
0.18,-1.65,0.00,3
0.27,52.04,-73.84,3
0.06,-1.46,0.00,3
0.18,-1.65,0.00,3
0.62,52.36,-74.67,3
0.00,-1.46,0.00,3
0.18,-1.65,0.00,3
0.54,52.03,-75.20,3
-0.12,-1.53,0.00,3
0.18,-1.65,0.00,3
0.85,51.61,-74.87,3
-0.12,-1.22,-0.18,3
0.00,-1.34,-0.12,3
0.52,51.98,-73.69,3
0.00,-1.16,-0.12,3
0.00,-1.34,-0.12,3
0.32,51.82,-73.51,3
0.12,-1.22,-0.06,3
0.00,-1.34,-0.12,3
0.34,52.27,-74.15,3
-0.24,-1.28,0.00,3
0.00,-1.34,-0.12,3
0.89,51.90,-72.41,3
-0.12,-1.34,0.00,3
0.00,-1.34,-0.12,3
0.40,51.89,-73.89,3
0.00,-1.34,0.06,3
0.00,-1.34,-0.12,3
0.42,51.99,-73.69,3
0.00,-1.28,-0.18,3
0.00,-1.34,-0.12,3
0.43,51.51,-73.67,3
0.06,-1.34,-0.06,3
0.00,-1.34,-0.12,3
0.15,51.65,-74.17,3
0.24,-1.22,0.06,3
0.00,-1.34,-0.12,3
-0.05,51.62,-74.62,3
-0.06,-1.22,-0.12,3
0.00,-1.34,-0.12,3
0.21,52.09,-74.05,3
-0.12,-1.10,0.00,3
0.00,-1.34,-0.12,3
0.10,51.89,-75.96,3
-0.12,-1.46,-0.06,3
0.00,-1.34,-0.12,3
0.70,51.38,-73.84,3
-0.31,-1.16,-0.12,3
-0.12,-1.28,-0.18,3
-0.27,51.57,-72.88,3
15.56,-1.59,-0.12,3
-0.12,-1.28,-0.18,3
0.55,51.29,-72.94,3
-0.12,-1.40,-0.06,3
-0.12,-1.28,-0.18,3
0.43,51.98,-73.45,3
-0.18,-1.46,-0.12,3
-0.12,-1.28,-0.18,3
0.01,51.72,-73.35,3
0.00,-1.40,0.00,3
-0.12,-1.28,-0.18,3
0.61,51.50,-74.39,3
-0.06,-1.22,-0.12,3
-0.12,-1.28,-0.18,3
0.92,51.75,-73.86,3
0.00,-1.34,-0.18,3
-0.12,-1.28,-0.18,3
0.24,51.92,-73.24,3
0.00,-1.40,0.00,3
-0.12,-1.28,-0.18,3
0.55,51.98,-73.88,3
0.06,-1.16,-0.06,3
-0.12,-1.28,-0.18,3
0.61,51.54,-74.29,3
-0.06,-1.28,-0.06,3
-0.12,-1.28,-0.18,3
0.52,51.61,-74.32,3
-0.06,-1.10,-0.18,3
-0.12,-1.28,-0.18,3
0.85,51.93,-73.77,3
-0.06,-1.53,0.00,3
-0.12,-1.28,-0.18,3
0.89,51.78,-74.57,3
-0.12,-1.46,-0.06,3
-0.12,-1.28,-0.18,3
0.06,51.72,-74.17,3
0.00,-1.53,-0.18,3
-0.06,-1.46,-0.12,3
0.81,51.17,-75.13,3
-0.12,-1.16,-0.06,3
-0.06,-1.46,-0.12,3
0.96,50.93,-74.51,3
0.06,-1.28,-0.12,3
-0.06,-1.46,-0.12,3
0.46,51.51,-74.02,3
0.06,-1.10,-0.12,3
-0.06,-1.46,-0.12,3
0.73,51.37,-73.45,3
0.06,-1.34,0.00,3
-0.06,-1.46,-0.12,3
0.55,51.51,-74.48,3
0.12,-1.22,-0.12,3
-0.06,-1.46,-0.12,3
-0.10,51.32,-73.94,3
0.12,-1.59,-0.12,3
-0.06,-1.46,-0.12,3
0.93,51.67,-74.22,3
0.00,-1.10,-0.18,3
-0.06,-1.46,-0.12,3
0.50,52.11,-74.83,3
-0.18,-1.28,0.06,3
-0.06,-1.46,-0.12,3
0.45,52.01,-74.02,3
0.00,-1.46,-0.12,3
-0.06,-1.46,-0.12,3
0.02,52.21,-73.82,3
-0.18,-1.28,0.00,3
-0.06,-1.46,-0.12,3
0.29,52.05,-73.75,3
0.06,-1.10,-0.12,3
-0.06,-1.46,-0.12,3
0.09,51.98,-74.05,3
0.12,-1.46,-0.06,3
0.06,-1.46,-0.12,3
0.66,51.75,-73.78,3
0.00,-1.46,-0.12,3
0.06,-1.46,-0.12,3
-0.17,51.67,-74.98,3
-0.12,-1.40,0.06,3
0.06,-1.46,-0.12,3
0.28,50.94,-73.01,3
-0.18,-1.40,-0.06,3
0.06,-1.46,-0.12,3
-0.13,51.88,-73.65,3
0.12,-1.40,-0.06,3
0.06,-1.46,-0.12,3
-0.01,51.97,-74.23,3
-0.12,-1.28,0.00,3
0.06,-1.46,-0.12,3
-0.05,51.11,-72.94,3
0.06,-1.53,-0.18,3
0.00,-1.53,-0.18,3
0.09,51.50,-73.83,3
-0.18,-1.34,0.00,3
0.00,-1.53,-0.18,3
0.28,51.73,-72.89,3
0.06,-1.53,0.00,3
0.00,-1.53,-0.18,3
0.26,51.87,-73.83,3
0.00,-1.28,-0.06,3
0.00,-1.53,-0.18,3
0.13,51.45,-74.10,3
-0.06,-1.53,0.00,3
0.00,-1.53,-0.18,3
0.34,51.32,-74.00,3
0.00,-1.22,-0.06,3
0.00,-1.53,-0.18,3
-0.01,51.61,-73.83,3
-0.12,-1.28,-0.12,3
-0.06,-1.46,0.00,3
0.32,51.76,-74.00,3
-0.06,-1.34,-0.24,3
-0.06,-1.46,0.00,3
