X,Y,Z,class
0.02,-41.35,-106.49,1
0.06,-1.71,0.49,1
0.06,-1.83,0.37,1
0.06,-41.65,-106.45,1
0.24,-1.71,0.31,1
0.06,-1.83,0.37,1
-0.12,-41.56,-106.87,1
0.00,-1.71,0.18,1
0.06,-1.83,0.37,1
0.09,-41.86,-105.49,1
0.00,-1.65,0.24,1
0.06,-1.83,0.37,1
0.57,-42.15,-106.59,1
0.12,-1.83,0.43,1
0.06,-1.83,0.37,1
0.35,-41.96,-105.87,1
-0.06,-1.83,0.49,1
0.06,-1.83,0.37,1
0.56,-41.94,-105.55,1
0.12,-1.83,0.49,1
0.24,-1.77,0.31,1
0.17,-42.07,-105.86,1
0.18,-1.77,0.24,1
0.24,-1.77,0.31,1
0.79,-42.18,-105.69,1
0.00,-1.77,0.37,1
0.24,-1.77,0.31,1
0.51,-42.15,-106.95,1
0.24,-1.65,0.18,1
0.24,-1.77,0.31,1
0.67,-42.21,-104.52,1
0.12,-1.77,0.37,1
0.24,-1.77,0.31,1
0.55,-41.43,-105.46,1
0.31,-1.83,0.24,1
0.24,-1.77,0.31,1
0.34,-42.41,-105.69,1
0.18,-1.83,0.31,1
0.24,-1.83,0.43,1
0.34,-41.85,-105.79,1
0.12,-1.59,0.37,1
0.24,-1.83,0.43,1
0.55,-42.30,-105.64,1
0.18,-1.59,0.31,1
0.24,-1.83,0.43,1
0.65,-42.26,-105.16,1
0.37,-1.65,0.31,1
0.24,-1.83,0.43,1
0.06,-41.91,-106.03,1
0.12,-1.65,0.12,1
0.24,-1.83,0.43,1
0.37,-41.49,-104.22,1
0.12,-1.77,0.37,1
0.24,-1.83,0.43,1
0.17,-41.65,-105.81,1
0.18,-1.77,0.31,1
0.24,-1.83,0.43,1
0.11,-41.60,-106.19,1
-0.12,-1.59,0.37,1
0.24,-1.83,0.43,1
0.10,-41.71,-106.52,1
0.18,-1.59,0.18,1
0.24,-1.83,0.43,1
0.26,-41.97,-105.51,1
-0.06,-1.65,0.43,1
0.24,-1.83,0.43,1
0.10,-42.24,-105.31,1
0.06,-1.71,0.37,1
0.24,-1.83,0.43,1
-0.28,-41.78,-105.71,1
0.24,-1.46,0.37,1
0.24,-1.83,0.43,1
-0.07,-41.94,-105.33,1
-0.06,-1.40,0.31,1
0.24,-1.83,0.43,1
0.06,-42.18,-104.98,1
0.31,-1.46,0.43,1
0.24,-1.83,0.43,1
0.28,-41.99,-105.10,1
0.00,-1.46,0.24,1
0.24,-1.83,0.43,1
-0.02,-42.52,-106.47,1
-0.12,-1.59,0.37,1
0.24,-1.83,0.43,1
-0.09,-42.31,-105.64,1
0.18,-1.53,0.37,1
0.24,-1.83,0.43,1
-0.01,-41.98,-105.11,1
0.18,-1.40,0.24,1
0.24,-1.83,0.43,1
-0.45,-42.04,-106.31,1
0.06,-1.53,0.43,1
0.24,-1.83,0.43,1
0.18,-42.02,-105.65,1
0.12,-1.22,0.24,1
0.24,-1.83,0.43,1
-0.09,-42.44,-106.13,1
-0.06,-1.53,0.24,1
0.24,-1.83,0.43,1
0.54,-41.94,-105.91,1
-0.06,-1.40,0.31,1
0.24,-1.83,0.43,1
-0.10,-41.89,-105.81,1
0.12,-1.83,0.43,1
0.24,-1.83,0.43,1
0.31,-42.04,-105.32,1
0.12,-1.53,0.31,1
0.24,-1.83,0.43,1
0.39,-42.36,-106.71,1
0.06,-1.46,0.31,1
0.24,-1.83,0.43,1
0.73,-42.79,-106.21,1
0.06,-1.59,0.31,1
0.24,-1.83,0.43,1
0.02,-42.38,-105.53,1
0.06,-1.46,0.31,1
0.24,-1.83,0.43,1
0.20,-42.31,-105.11,1
0.18,-1.71,0.49,1
0.24,-1.83,0.43,1
-0.04,-41.76,-104.49,1
0.24,-1.71,0.43,1
0.24,-1.83,0.43,1
0.65,-42.10,-106.97,1
0.18,-1.46,0.37,1
0.06,-1.28,0.24,1
0.04,-41.66,-107.21,1
0.18,-1.71,0.24,1
0.06,-1.28,0.24,1
1.09,-42.52,-106.15,1
0.06,-1.59,0.43,1
0.06,-1.28,0.24,1
0.32,-42.11,-105.90,1
-0.06,-1.53,0.31,1
0.06,-1.28,0.24,1
0.81,-42.18,-106.84,1
0.06,-1.77,0.37,1
0.06,-1.28,0.24,1
0.15,-42.08,-105.13,1
0.18,-1.53,0.24,1
0.06,-1.28,0.24,1
-0.18,-42.21,-106.45,1
0.00,-1.65,0.37,1
0.06,-1.59,0.43,1
-0.38,-42.05,-105.96,1
0.00,-1.65,0.37,1
0.06,-1.59,0.43,1
0.16,-42.49,-105.76,1
0.00,-1.59,0.61,1
0.06,-1.59,0.43,1
-0.20,-42.38,-106.43,1
0.12,-1.59,0.31,1
0.06,-1.59,0.43,1
-0.20,-42.08,-106.24,1
0.06,-1.77,0.37,1
0.06,-1.59,0.43,1
-0.04,-41.87,-105.08,1
0.24,-1.83,0.31,1
0.06,-1.59,0.43,1
0.59,-42.03,-105.92,1
0.18,-1.77,0.43,1
0.00,-1.59,0.37,1
-0.17,-41.74,-106.05,1
0.00,-1.71,0.43,1
0.00,-1.59,0.37,1
-0.52,-42.07,-105.00,1
0.06,-1.89,0.31,1
0.00,-1.59,0.37,1
0.12,-41.66,-105.53,1
0.00,-1.46,0.37,1
0.00,-1.59,0.37,1
0.27,-41.92,-104.96,1
0.12,-1.53,0.31,1
0.00,-1.59,0.37,1
0.35,-41.74,-105.79,1
0.24,-1.71,0.31,1
0.00,-1.59,0.37,1
0.28,-41.86,-105.43,1
0.18,-1.71,0.37,1
0.12,-1.46,0.31,1
0.10,-41.88,-105.86,1
-0.06,-1.46,0.24,1
0.12,-1.46,0.31,1
0.57,-42.08,-106.13,1
0.06,-1.40,0.31,1
0.12,-1.46,0.31,1
-0.21,-41.98,-105.36,1
0.06,-1.65,0.37,1
0.12,-1.46,0.31,1
0.11,-41.82,-105.29,1
0.00,-1.53,0.43,1
0.12,-1.46,0.31,1
0.56,-42.08,-105.77,1
0.06,-1.65,0.31,1
0.12,-1.46,0.31,1
0.13,-41.56,-106.42,1
0.06,-1.46,0.37,1
0.00,-1.59,0.37,1
0.05,-41.63,-105.88,1
0.06,-1.53,0.37,1
0.00,-1.59,0.37,1
-0.09,-41.76,-106.38,1
0.00,-1.53,0.37,1
0.00,-1.59,0.37,1
0.31,-42.14,-106.25,1
0.00,-1.77,0.31,1
0.00,-1.59,0.37,1
0.61,-41.44,-105.52,1
0.24,-1.53,0.37,1
0.00,-1.59,0.37,1
0.45,-41.27,-105.58,1
0.18,-1.53,0.37,1
0.00,-1.59,0.37,1
0.43,-41.99,-105.32,1
-0.06,-1.53,0.37,1
0.06,-1.65,0.31,1
0.77,-42.13,-106.16,1
0.12,-1.71,0.49,1
0.06,-1.65,0.31,1
0.76,-41.98,-105.52,1
0.12,-1.53,0.24,1
0.06,-1.65,0.31,1
0.61,-42.10,-104.55,1
0.06,-1.46,0.24,1
0.06,-1.65,0.31,1
0.24,-42.33,-105.42,1
0.24,-1.59,0.31,1
0.06,-1.65,0.31,1
-0.02,-42.52,-105.96,1
0.06,-1.46,0.37,1
0.06,-1.65,0.31,1
0.20,-41.81,-106.07,1
0.12,-1.28,0.37,1
0.24,-1.53,0.43,1
0.15,-42.26,-105.21,1
0.24,-1.59,0.43,1
0.24,-1.53,0.43,1
0.02,-42.25,-106.03,1
0.24,-1.65,0.37,1
0.24,-1.53,0.43,1
0.29,-41.88,-105.75,1
0.00,-1.40,0.43,1
0.24,-1.53,0.43,1
0.39,-42.16,-106.35,1
-0.06,-1.71,0.37,1
0.24,-1.53,0.43,1
-0.06,-42.50,-104.61,1
0.12,-1.77,0.24,1
0.24,-1.53,0.43,1
-0.02,-42.27,-105.37,1
0.12,-1.53,0.31,1
0.18,-1.71,0.37,1
0.23,-42.43,-106.21,1
-0.06,-1.53,0.43,1
0.18,-1.71,0.37,1
0.23,-42.14,-104.68,1
-0.06,-1.71,0.49,1
0.18,-1.71,0.37,1
0.02,-41.64,-104.79,1
0.06,-1.46,0.43,1
0.18,-1.71,0.37,1
0.12,-41.94,-105.20,1
0.24,-1.71,0.43,1
0.18,-1.71,0.37,1
0.21,-42.42,-105.36,1
0.00,-1.59,0.37,1
0.18,-1.71,0.37,1
0.83,-42.63,-105.44,1
0.06,-1.65,0.55,1
0.18,-1.71,0.37,1
0.54,-41.85,-105.03,1
0.18,-1.59,0.49,1
0.18,-1.71,0.37,1
0.66,-41.46,-105.21,1
0.06,-1.46,0.43,1
0.18,-1.71,0.37,1
0.34,-42.05,-105.18,1
0.06,-1.59,0.31,1
0.18,-1.71,0.37,1
-0.11,-42.03,-105.70,1
-0.06,-1.65,0.43,1
0.18,-1.71,0.37,1
0.74,-41.72,-105.97,1
0.06,-1.65,0.37,1
0.18,-1.71,0.37,1
0.42,-41.75,-104.72,1
0.06,-1.71,0.18,1
0.18,-1.71,0.37,1
0.23,-41.71,-105.70,1
-0.06,-1.53,0.24,1
0.18,-1.71,0.37,1
-0.22,-41.71,-104.44,1
0.12,-1.59,0.37,1
0.18,-1.71,0.37,1
-0.10,-41.94,-105.62,1
0.06,-1.46,0.31,1
0.18,-1.71,0.37,1
-0.05,-41.56,-105.37,1
0.06,-1.59,0.31,1
0.18,-1.71,0.37,1
-0.57,-41.70,-105.94,1
0.06,-1.28,0.24,1
0.18,-1.71,0.37,1
-0.61,-42.03,-105.11,1
0.00,-1.59,0.31,1
0.18,-1.71,0.37,1
-0.06,-41.97,-105.33,1
0.12,-1.77,0.24,1
0.18,-1.71,0.37,1
0.26,-41.80,-104.94,1
0.06,-1.53,0.31,1
0.18,-1.71,0.37,1
-0.33,-41.89,-105.26,1
0.00,-1.53,0.43,1
0.18,-1.71,0.37,1
0.52,-41.74,-105.10,1
0.00,-1.46,0.31,1
0.18,-1.71,0.37,1
0.40,-41.71,-104.32,1
0.00,-1.34,0.31,1
0.18,-1.71,0.37,1
0.38,-41.89,-105.18,1
0.06,-1.40,0.43,1
0.18,-1.71,0.37,1
-0.17,-41.85,-105.73,1
-0.06,-1.71,0.37,1
0.18,-1.71,0.37,1
0.48,-42.25,-105.32,1
0.12,-1.71,0.31,1
0.18,-1.71,0.37,1
0.11,-41.41,-105.36,1
-0.12,-1.71,0.24,1
0.18,-1.71,0.37,1
0.07,-41.81,-106.95,1
0.06,-1.59,0.37,1
0.18,-1.71,0.37,1
0.42,-42.37,-105.81,1
0.06,-1.40,0.37,1
0.18,-1.71,0.37,1
0.27,-41.87,-105.73,1
0.24,-1.59,0.31,1
0.18,-1.71,0.37,1
0.24,-41.81,-106.05,1
0.06,-1.59,0.37,1
0.18,-1.71,0.37,1
0.43,-42.04,-105.62,1
0.18,-1.46,0.37,1
0.18,-1.71,0.37,1
0.31,-41.58,-106.09,1
-0.12,-1.40,0.31,1
0.18,-1.71,0.37,1
-0.63,-42.13,-105.82,1
0.18,-1.28,0.31,1
0.18,-1.71,0.37,1
0.45,-41.83,-105.81,1
0.00,-1.46,0.12,1
-0.06,-1.53,0.18,1
0.17,-41.86,-105.68,1
-0.12,-1.40,0.24,1
-0.06,-1.53,0.18,1
-0.37,-41.67,-105.64,1
-0.12,-1.40,0.31,1
-0.06,-1.53,0.18,1
0.23,-41.47,-104.68,1
0.12,-1.40,0.18,1
-0.06,-1.53,0.18,1
0.50,-41.81,-105.35,1
-0.12,-1.65,0.37,1
-0.06,-1.53,0.18,1
0.40,-42.14,-105.60,1
-0.12,-1.46,0.49,1
-0.06,-1.53,0.18,1
-0.01,-41.78,-106.95,1
0.12,-1.65,0.31,1
-0.06,-1.53,0.18,1
0.22,-41.60,-106.60,1
0.18,-1.65,0.31,1
-0.06,-1.53,0.18,1
0.21,-42.26,-106.91,1
0.00,-1.40,0.49,1
-0.06,-1.53,0.18,1
0.42,-41.74,-105.85,1
0.18,-1.65,0.31,1
-0.06,-1.53,0.18,1
0.46,-42.04,-105.40,1
-0.06,-1.53,0.37,1
-0.06,-1.53,0.18,1
0.32,-42.20,-105.64,1
0.06,-1.65,0.37,1
-0.06,-1.53,0.18,1
0.06,-41.88,-106.23,1
0.06,-1.77,0.43,1
0.31,-1.65,0.31,1
0.09,-41.87,-106.30,1
-0.12,-2.08,0.18,1
0.31,-1.65,0.31,1
0.09,-41.93,-105.70,1
0.06,-1.77,0.37,1
0.31,-1.65,0.31,1
-0.13,-41.86,-105.37,1
0.00,-1.77,0.24,1
0.31,-1.65,0.31,1
0.29,-41.54,-106.18,1
0.00,-1.83,0.49,1
0.31,-1.65,0.31,1
0.32,-41.82,-105.90,1
0.12,-1.83,0.24,1
0.31,-1.65,0.31,1
-0.33,-41.60,-106.53,1
0.18,-1.77,0.37,1
-0.06,-1.59,0.43,1
0.09,-41.88,-105.65,1
0.12,-1.77,0.24,1
-0.06,-1.59,0.43,1
0.21,-41.70,-105.77,1
0.12,-1.65,0.43,1
-0.06,-1.59,0.43,1
0.23,-41.76,-106.23,1
0.12,-1.59,0.31,1
-0.06,-1.59,0.43,1
0.22,-41.63,-105.87,1
-0.06,-1.65,0.37,1
-0.06,-1.59,0.43,1
-0.18,-42.04,-105.03,1
0.12,-1.59,0.24,1
-0.06,-1.59,0.43,1
-0.32,-41.88,-105.99,1
0.12,-1.77,0.31,1
-0.06,-1.59,0.43,1
0.63,-41.63,-106.65,1
0.06,-1.46,0.18,1
-0.06,-1.59,0.43,1
-0.09,-41.50,-105.75,1
0.00,-1.65,0.31,1
-0.06,-1.59,0.43,1
0.48,-41.92,-105.58,1
0.06,-1.53,0.31,1
-0.06,-1.59,0.43,1
-0.10,-41.30,-105.96,1
0.00,-1.53,0.37,1
-0.06,-1.59,0.43,1
0.21,-41.48,-105.58,1
-0.06,-1.65,0.31,1
-0.06,-1.59,0.43,1
0.49,-41.98,-106.35,1
0.12,-1.53,0.31,1
-0.06,-1.59,0.43,1
0.34,-41.80,-106.96,1
0.00,-1.71,0.37,1
-0.06,-1.59,0.43,1
0.16,-42.09,-105.48,1
0.18,-1.53,0.31,1
-0.06,-1.59,0.43,1
0.23,-41.88,-105.43,1
-0.06,-1.40,0.18,1
-0.06,-1.59,0.43,1
0.43,-42.03,-106.86,1
0.00,-1.65,0.18,1
-0.06,-1.59,0.43,1
0.46,-42.18,-106.08,1
0.06,-1.53,0.31,1
-0.06,-1.59,0.43,1
0.57,-41.66,-105.51,1
0.06,-1.59,0.31,1
-0.06,-1.59,0.43,1
0.61,-41.74,-105.29,1
0.06,-1.46,0.43,1
-0.06,-1.40,0.31,1
0.27,-42.18,-105.97,1
0.06,-1.71,0.37,1
-0.06,-1.40,0.31,1
0.07,-42.05,-105.75,1
0.24,-1.65,0.31,1
-0.06,-1.40,0.31,1
-0.06,-42.07,-105.64,1
0.12,-1.59,0.18,1
-0.06,-1.40,0.31,1
0.33,-41.59,-104.30,1
0.06,-1.40,0.31,1
-0.06,-1.40,0.31,1
-0.18,-41.94,-105.13,1
0.18,-1.65,0.31,1
-0.06,-1.40,0.31,1
-0.49,-41.70,-104.25,1
0.00,-1.77,0.24,1
-0.06,-1.40,0.31,1
-0.04,-41.55,-105.35,1
0.06,-1.59,0.43,1
-0.06,-1.40,0.31,1
0.32,-42.00,-104.68,1
0.06,-1.46,0.37,1
-0.06,-1.40,0.31,1
-0.32,-42.20,-104.83,1
0.18,-1.40,0.24,1
-0.06,-1.40,0.31,1
-0.09,-42.00,-106.09,1
0.00,-1.34,0.31,1
-0.06,-1.40,0.31,1
-0.10,-42.08,-106.29,1
0.12,-1.46,0.37,1
-0.06,-1.40,0.31,1
-0.65,-42.16,-106.25,1
0.12,-1.46,0.24,1
-0.06,-1.40,0.31,1
-0.04,-41.82,-106.01,1
0.24,-1.77,0.37,1
0.12,-1.65,0.37,1
0.07,-41.87,-104.81,1
-0.06,-1.77,0.49,1
0.12,-1.65,0.37,1
-0.23,-41.22,-106.56,1
-0.06,-1.71,0.12,1
0.12,-1.65,0.37,1
0.55,-41.91,-104.79,1
0.00,-1.40,0.31,1
0.12,-1.65,0.37,1
0.56,-41.72,-105.99,1
-0.06,-1.53,0.24,1
0.12,-1.65,0.37,1
-0.46,-41.80,-105.69,1
0.06,-1.34,0.24,1
0.12,-1.65,0.37,1
0.05,-41.38,-105.76,1
0.06,-1.53,0.24,1
0.12,-1.65,0.37,1
-0.22,-42.14,-105.52,1
-0.06,-1.46,0.31,1
0.06,-1.59,0.24,1
0.01,-42.10,-105.32,1
-0.06,-1.53,0.18,1
0.06,-1.59,0.24,1
0.26,-42.14,-104.63,1
0.06,-1.28,0.37,1
0.06,-1.59,0.24,1
0.01,-41.97,-106.23,1
0.00,-1.46,0.37,1
0.06,-1.59,0.24,1
0.34,-41.96,-105.59,1
-0.06,-1.46,0.24,1
0.06,-1.59,0.24,1
0.21,-41.85,-104.85,1
-0.06,-1.53,0.24,1
0.06,-1.59,0.24,1
0.52,-41.77,-105.88,1
-0.06,-1.28,0.24,1
0.06,-1.46,0.18,1
0.27,-41.81,-105.25,1
-0.06,-1.65,0.31,1
0.06,-1.46,0.18,1
-0.01,-41.76,-106.19,1
0.24,-1.28,0.43,1
0.06,-1.46,0.18,1
0.31,-42.05,-106.09,1
0.06,-1.46,0.37,1
0.06,-1.46,0.18,1
0.44,-41.42,-106.27,1
0.00,-1.40,0.24,1
0.06,-1.46,0.18,1
0.21,-41.52,-106.02,1
0.00,-1.53,0.24,1
0.06,-1.46,0.18,1
-0.27,-41.49,-105.74,1
0.06,-1.71,0.37,1
0.06,-1.46,0.18,1
0.45,-41.75,-106.38,1
0.06,-1.34,0.31,1
0.06,-1.46,0.18,1
0.17,-41.38,-106.20,1
0.00,-1.34,0.18,1
0.06,-1.46,0.18,1
-0.50,-41.39,-104.63,1
0.06,-1.40,0.18,1
0.06,-1.46,0.18,1
-0.15,-41.50,-106.13,1
0.00,-1.40,0.37,1
0.06,-1.46,0.18,1
0.77,-41.24,-105.79,1
0.00,-1.59,0.37,1
0.06,-1.46,0.18,1
0.29,-41.65,-106.19,1
0.06,-1.53,0.43,1
0.00,-1.46,0.43,1
0.76,-41.47,-105.74,1
0.06,-1.40,0.43,1
0.00,-1.46,0.43,1
0.43,-41.77,-104.55,1
0.18,-1.65,0.24,1
0.00,-1.46,0.43,1
0.01,-41.58,-105.97,1
0.00,-1.46,0.31,1
0.00,-1.46,0.43,1
0.62,-41.91,-105.46,1
0.00,-1.34,0.24,1
0.00,-1.46,0.43,1
0.55,-41.76,-105.22,1
0.12,-1.53,0.24,1
0.00,-1.46,0.43,1
0.02,-41.50,-106.03,1
-0.06,-1.71,0.37,1
-0.06,-1.59,0.31,1
-0.22,-41.33,-105.80,1
0.00,-1.53,0.24,1
-0.06,-1.59,0.31,1
0.67,-41.55,-106.21,1
-0.06,-1.53,0.31,1
-0.06,-1.59,0.31,1
0.65,-41.64,-105.18,1
-0.06,-1.34,0.24,1
-0.06,-1.59,0.31,1
0.46,-41.47,-105.15,1
-0.24,-1.46,0.37,1
-0.06,-1.59,0.31,1
0.18,-41.91,-105.38,1
-0.18,-1.53,0.37,1
-0.06,-1.59,0.31,1
0.59,-41.83,-105.37,1
0.00,-1.59,0.18,1
-0.06,-1.59,0.31,1
0.57,-41.87,-105.69,1
0.06,-1.46,0.37,1
-0.06,-1.59,0.31,1
0.39,-41.42,-104.88,1
0.18,-1.53,0.31,1
-0.06,-1.59,0.31,1
-0.10,-41.82,-105.27,1
-0.12,-1.40,0.31,1
-0.06,-1.59,0.31,1
0.33,-41.80,-105.65,1
0.00,-1.28,0.31,1
-0.06,-1.59,0.31,1
-0.01,-42.35,-105.71,1
-0.06,-1.34,0.12,1
-0.06,-1.59,0.31,1
0.01,-42.04,-106.26,1
0.06,-1.65,0.24,1
-0.06,-1.59,0.31,1
0.01,-41.61,-105.54,1
-0.06,-1.28,0.37,1
-0.06,-1.59,0.31,1
0.37,-41.80,-105.58,1
0.06,-1.53,0.24,1
-0.06,-1.59,0.31,1
0.48,-41.38,-105.38,1
0.06,-1.65,0.18,1
-0.06,-1.59,0.31,1
0.35,-41.54,-107.15,1
-0.06,-1.59,0.31,1
-0.06,-1.59,0.31,1
0.33,-41.28,-106.67,1
-0.12,-1.53,0.43,1
-0.06,-1.59,0.31,1
0.38,-41.87,-105.19,1
0.06,-1.77,0.37,1
0.18,-1.59,0.37,1
-0.56,-41.76,-106.53,1
0.00,-1.53,0.37,1
0.18,-1.59,0.37,1
-0.09,-41.41,-105.58,1
-0.06,-1.59,0.24,1
0.18,-1.59,0.37,1
-0.17,-41.97,-105.58,1
-0.06,-1.53,0.24,1
0.18,-1.59,0.37,1
-0.29,-41.82,-106.15,1
0.06,-1.71,0.31,1
0.18,-1.59,0.37,1
-0.26,-41.87,-105.21,1
0.00,-1.65,0.37,1
0.18,-1.59,0.37,1
-0.11,-42.00,-107.57,1
0.24,-1.40,0.24,1
0.18,-1.59,0.37,1
0.23,-41.50,-105.37,1
0.12,-1.77,0.31,1
0.18,-1.59,0.37,1
0.26,-41.39,-105.05,1
0.18,-1.65,0.24,1
0.18,-1.59,0.37,1
0.02,-42.18,-105.94,1
0.06,-1.34,0.31,1
0.18,-1.59,0.37,1
-0.24,-41.72,-105.82,1
0.12,-1.46,0.31,1
0.18,-1.59,0.37,1
0.17,-41.39,-106.16,1
0.12,-1.77,0.31,1
0.18,-1.59,0.37,1
0.52,-42.11,-106.29,1
0.12,-1.65,0.43,1
0.18,-1.59,0.37,1
0.20,-41.98,-105.74,1
0.00,-1.65,0.18,1
0.18,-1.59,0.37,1
0.63,-41.98,-105.91,1
0.18,-1.83,0.37,1
0.18,-1.59,0.37,1
0.82,-42.03,-105.76,1
0.06,-1.83,0.43,1
0.18,-1.59,0.37,1
-0.35,-41.96,-105.26,1
0.06,-1.77,0.18,1
0.18,-1.59,0.37,1
0.59,-41.85,-106.23,1
0.37,-1.89,0.37,1
0.18,-1.59,0.37,1
0.49,-41.69,-105.59,1
0.18,-1.89,0.37,1
0.18,-1.59,0.37,1
0.88,-41.70,-105.42,1
0.12,-1.89,0.24,1
0.18,-1.59,0.37,1
0.70,-41.39,-105.26,1
0.12,-1.71,0.31,1
0.18,-1.59,0.37,1
0.61,-41.70,-105.02,1
0.18,-1.83,0.31,1
0.18,-1.59,0.37,1
0.43,-41.58,-105.99,1
0.18,-1.65,0.31,1
0.18,-1.59,0.37,1
0.46,-42.26,-105.97,1
0.24,-1.53,0.37,1
0.18,-1.59,0.37,1
0.73,-41.24,-105.88,1
0.12,-1.65,0.37,1
0.18,-1.59,0.37,1
0.22,-41.63,-105.83,1
0.18,-1.59,0.49,1
0.18,-1.59,0.37,1
0.04,-41.61,-105.81,1
0.06,-1.65,0.31,1
0.00,-1.77,0.24,1
-0.22,-41.89,-105.93,1
0.12,-1.53,0.31,1
0.00,-1.77,0.24,1
0.13,-41.37,-105.69,1
0.12,-1.77,0.31,1
0.00,-1.77,0.24,1
-0.10,-41.54,-105.82,1
0.24,-1.46,0.31,1
0.00,-1.77,0.24,1
0.42,-41.58,-105.68,1
0.12,-1.59,0.31,1
0.00,-1.77,0.24,1
0.12,-41.49,-106.14,1
0.12,-1.71,0.37,1
0.00,-1.77,0.24,1
0.07,-41.77,-106.34,1
0.18,-1.53,0.24,1
0.18,-1.71,0.37,1
-0.13,-41.26,-106.41,1
0.12,-1.71,0.37,1
0.18,-1.71,0.37,1
0.12,-42.14,-105.60,1
0.06,-1.59,0.18,1
0.18,-1.71,0.37,1
0.10,-41.70,-105.80,1
0.18,-1.46,0.31,1
0.18,-1.71,0.37,1
0.63,-41.94,-105.22,1
0.00,-1.65,0.31,1
0.18,-1.71,0.37,1
0.33,-41.48,-106.53,1
0.00,-1.59,0.31,1
0.18,-1.71,0.37,1
0.23,-41.53,-106.26,1
-0.06,-1.59,0.43,1
0.00,-1.53,0.43,1
0.29,-41.50,-104.82,1
-0.12,-1.59,0.37,1
0.00,-1.53,0.43,1
-0.20,-41.63,-105.66,1
0.06,-1.46,0.24,1
0.00,-1.53,0.43,1
0.39,-41.50,-105.81,1
0.18,-1.59,0.24,1
0.00,-1.53,0.43,1
0.20,-41.33,-105.93,1
0.06,-1.71,0.31,1
0.00,-1.53,0.43,1
0.59,-41.69,-106.02,1
0.18,-1.46,0.31,1
0.00,-1.53,0.43,1
-0.26,-41.70,-105.87,1
0.06,-1.59,0.31,1
0.12,-1.59,0.37,1
0.18,-41.67,-105.82,1
-0.06,-1.16,0.37,1
0.12,-1.59,0.37,1
0.55,-41.86,-105.33,1
0.12,-1.46,0.37,1
0.12,-1.59,0.37,1
-0.01,-41.69,-105.69,1
0.12,-1.65,0.37,1
0.12,-1.59,0.37,1
0.02,-41.27,-105.36,1
0.00,-1.53,0.31,1
0.12,-1.59,0.37,1
0.16,-41.14,-105.32,1
0.12,-1.40,0.18,1
0.12,-1.59,0.37,1
0.07,-42.19,-105.59,1
0.06,-1.46,0.43,1
0.06,-1.53,0.37,1
0.33,-41.48,-105.73,1
0.12,-1.59,0.31,1
0.06,-1.53,0.37,1
0.55,-41.49,-105.52,1
0.18,-1.53,0.24,1
0.06,-1.53,0.37,1
-0.05,-41.50,-106.82,1
0.06,-1.53,0.31,1
0.06,-1.53,0.37,1
0.20,-41.60,-105.85,1
-0.06,-1.46,0.31,1
0.06,-1.53,0.37,1
0.28,-41.41,-105.88,1
-0.06,-1.40,0.37,1
0.06,-1.53,0.37,1
-0.22,-41.55,-106.01,1
0.06,-1.71,0.31,1
0.24,-1.59,0.37,1
0.26,-41.48,-106.20,1
0.18,-1.46,0.31,1
0.24,-1.59,0.37,1
0.85,-41.43,-106.40,1
0.00,-1.40,0.37,1
0.24,-1.59,0.37,1
0.54,-41.91,-105.74,1
0.18,-1.65,0.37,1
0.24,-1.59,0.37,1
0.24,-41.44,-106.25,1
0.00,-1.65,0.31,1
0.24,-1.59,0.37,1
0.40,-41.60,-107.23,1
0.12,-1.59,0.43,1
0.24,-1.59,0.37,1
0.24,-41.76,-105.94,1
0.12,-1.53,0.49,1
0.24,-1.59,0.37,1
-0.16,-41.97,-106.75,1
0.24,-1.89,0.37,1
0.24,-1.59,0.37,1
-0.50,-41.97,-105.49,1
0.12,-1.65,0.43,1
0.24,-1.59,0.37,1
-0.09,-42.35,-105.55,1
0.06,-1.65,0.24,1
0.24,-1.59,0.37,1
-0.15,-42.07,-106.42,1
0.12,-1.46,0.37,1
0.24,-1.59,0.37,1
-0.15,-42.13,-106.48,1
0.12,-1.28,0.24,1
0.24,-1.59,0.37,1
0.05,-42.32,-105.98,1
0.12,-1.77,0.37,1
0.24,-1.59,0.37,1
-0.15,-42.04,-105.94,1
0.18,-1.71,0.49,1
0.24,-1.59,0.37,1
0.37,-42.27,-105.96,1
0.00,-1.46,0.37,1
0.24,-1.59,0.37,1
-0.07,-42.44,-105.68,1
0.12,-1.59,0.43,1
0.24,-1.59,0.37,1
0.48,-41.70,-105.59,1
0.12,-1.53,0.31,1
0.24,-1.59,0.37,1
-0.39,-41.96,-105.38,1
-0.12,-1.53,0.37,1
0.06,-1.71,0.37,1
0.10,-41.65,-106.10,1
0.12,-1.28,0.49,1
0.06,-1.71,0.37,1
-0.33,-41.81,-106.15,1
0.12,-1.89,0.31,1
0.06,-1.71,0.37,1
0.04,-41.38,-105.53,1
0.06,-1.53,0.31,1
0.06,-1.71,0.37,1
0.24,-41.81,-104.85,1
-0.06,-1.34,0.37,1
0.06,-1.71,0.37,1
0.16,-41.67,-106.08,1
0.18,-1.53,0.37,1
0.06,-1.71,0.37,1
-0.15,-42.30,-105.74,1
0.06,-1.53,0.43,1
0.31,-1.53,0.43,1
0.17,-41.56,-106.08,1
0.24,-1.40,0.31,1
0.31,-1.53,0.43,1
-0.20,-41.88,-105.16,1
0.06,-1.46,0.31,1
0.31,-1.53,0.43,1
-0.50,-41.64,-105.49,1
0.00,-1.59,0.49,1
